Year,Sex,Family status,Immigrant admission category,Landing age group,Income type,VALUE
2014,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,38000
2014,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,36000
2014,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,39000
2014,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,82000
2014,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",65 years and over,All income,60000
2014,Females,Principal applicants,Refugee dependents,20 to 24 years,All income,13500
2014,Females,Principal applicants,Refugee dependents,25 to 34 years,All income,15800
2014,Females,Principal applicants,Refugee dependents,35 to 44 years,All income,15300
2014,Females,Principal applicants,Refugee dependents,45 to 54 years,All income,14300
2014,Females,Principal applicants,Refugee dependents,55 to 64 years,All income,12200
2014,Females,Principal applicants,Refugee dependents,Less than 20 years,All income,8600
2014,Females,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,17500
2014,Females,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,21000
2014,Females,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,22000
2014,Females,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,21000
2014,Females,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,16200
2014,Females,Principal applicants,Refugees landed in Canada,65 years and over,All income,12700
2014,Females,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,11400
2014,Females,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,39000
2014,Females,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,34000
2014,Females,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,33000
2014,Females,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,32000
2014,Females,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,32000
2014,Females,Principal applicants,"Skilled workers, principal applicants",65 years and over,All income,53000
2014,Females,Spouses,"Business class, spouses and dependents",20 to 24 years,All income,8900
2014,Females,Spouses,"Business class, spouses and dependents",25 to 34 years,All income,19200
2014,Females,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,16600
2014,Females,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,15200
2014,Females,Spouses,"Business class, spouses and dependents",55 to 64 years,All income,15700
2014,Females,Spouses,"Business class, spouses and dependents",65 years and over,All income,9000
2014,Females,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,19200
2014,Females,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,31000
2014,Females,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,33000
2014,Females,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,34000
2014,Females,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,39000
2014,Females,Spouses,Family class - parent or grandparent,20 to 24 years,All income,22000
2014,Females,Spouses,Family class - parent or grandparent,25 to 34 years,All income,17700
2014,Females,Spouses,Family class - parent or grandparent,35 to 44 years,All income,14800
2014,Females,Spouses,Family class - parent or grandparent,45 to 54 years,All income,10400
2014,Females,Spouses,Family class - parent or grandparent,55 to 64 years,All income,8400
2014,Females,Spouses,Family class - parent or grandparent,65 years and over,All income,7500
2014,Females,Spouses,Family class - spouses and partners,25 to 34 years,All income,24000
2014,Females,Spouses,Government-assisted refugees,20 to 24 years,All income,11000
2014,Females,Spouses,Government-assisted refugees,25 to 34 years,All income,12000
2014,Females,Spouses,Government-assisted refugees,35 to 44 years,All income,11300
2014,Females,Spouses,Government-assisted refugees,45 to 54 years,All income,10200
2014,Females,Spouses,Humanitarian and compassionate cases,20 to 24 years,All income,11700
2014,Females,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,19300
2014,Females,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,23000
2014,Females,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,21000
2014,Females,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,15300
2014,Females,Spouses,Humanitarian and compassionate cases,65 years and over,All income,6100
2014,Females,Spouses,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,22000
2014,Females,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,18500
2014,Females,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,19500
2014,Females,Spouses,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,22000
2014,Females,Spouses,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,10600
2014,Females,Spouses,Other immigrants,45 to 54 years,All income,51000
2014,Females,Spouses,Privately sponsored refugees,20 to 24 years,All income,12400
2014,Females,Spouses,Privately sponsored refugees,25 to 34 years,All income,14600
2014,Females,Spouses,Privately sponsored refugees,35 to 44 years,All income,13900
2014,Females,Spouses,Privately sponsored refugees,45 to 54 years,All income,12400
2014,Females,Spouses,Privately sponsored refugees,55 to 64 years,All income,4800
2014,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,17700
2014,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,26000
2014,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,23000
2014,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,19200
2014,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,15900
2014,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",65 years and over,All income,21000
2014,Females,Spouses,Refugee dependents,20 to 24 years,All income,22000
2014,Females,Spouses,Refugee dependents,25 to 34 years,All income,17800
2014,Females,Spouses,Refugee dependents,35 to 44 years,All income,16400
2014,Females,Spouses,Refugee dependents,45 to 54 years,All income,16600
2014,Females,Spouses,Refugees landed in Canada,20 to 24 years,All income,19100
2014,Females,Spouses,Refugees landed in Canada,25 to 34 years,All income,18400
2014,Females,Spouses,Refugees landed in Canada,35 to 44 years,All income,18900
2014,Females,Spouses,Refugees landed in Canada,45 to 54 years,All income,20000
2014,Females,Spouses,Refugees landed in Canada,55 to 64 years,All income,16400
2014,Females,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,20000
2014,Females,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,23000
2014,Females,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,21000
2014,Females,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,19400
2014,Females,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,22000
2014,Females,Spouses,"Skilled workers, spouses and dependents",65 years and over,All income,12700
2014,Females,Spouses,"Skilled workers, spouses and dependents",Less than 20 years,All income,15300
2014,Males,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,17600
2014,Males,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,25000
2014,Males,Dependents,"Business class, spouses and dependents",Less than 20 years,All income,9000
2014,Males,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,21000
2014,Males,Dependents,"Canadian experience class, spouses and dependents",25 to 34 years,All income,24000
2014,Males,Dependents,"Canadian experience class, spouses and dependents",Less than 20 years,All income,9400
2014,Males,Dependents,Family class - other,20 to 24 years,All income,14800
2014,Males,Dependents,Family class - other,Less than 20 years,All income,13200
2014,Males,Dependents,Family class - parent or grandparent,20 to 24 years,All income,23000
2014,Males,Dependents,Family class - parent or grandparent,25 to 34 years,All income,24000
2014,Males,Dependents,Family class - parent or grandparent,35 to 44 years,All income,8500
2014,Males,Dependents,Family class - parent or grandparent,Less than 20 years,All income,17600
2014,Males,Dependents,Family class - spouses and partners,20 to 24 years,All income,21000
2014,Males,Dependents,Family class - spouses and partners,25 to 34 years,All income,18800
2014,Males,Dependents,Family class - spouses and partners,Less than 20 years,All income,13200
2014,Males,Dependents,Government-assisted refugees,20 to 24 years,All income,16800
2014,Males,Dependents,Government-assisted refugees,25 to 34 years,All income,15700
2014,Males,Dependents,Government-assisted refugees,Less than 20 years,All income,11500
2014,Males,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,24000
2014,Males,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,32000
2014,Males,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,12600
2014,Males,Dependents,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,22000
2014,Males,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,29000
2014,Males,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,41000
2014,Males,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,33000
2014,Males,Dependents,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,12300
2014,Males,Dependents,Privately sponsored refugees,20 to 24 years,All income,21000
2014,Males,Dependents,Privately sponsored refugees,25 to 34 years,All income,19900
2014,Males,Dependents,Privately sponsored refugees,Less than 20 years,All income,14000
2014,Males,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,20000
2014,Males,Dependents,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,22000
2014,Males,Dependents,"Provincial/territorial nominees, spouses and dependents",Less than 20 years,All income,12000
2014,Males,Dependents,Refugee dependents,20 to 24 years,All income,17400
2014,Males,Dependents,Refugee dependents,25 to 34 years,All income,26000
2014,Males,Dependents,Refugee dependents,35 to 44 years,All income,29000
2014,Males,Dependents,Refugee dependents,45 to 54 years,All income,26000
2014,Males,Dependents,Refugee dependents,55 to 64 years,All income,18900
2014,Males,Dependents,Refugee dependents,Less than 20 years,All income,10300
2014,Males,Dependents,Refugees landed in Canada,20 to 24 years,All income,19600
2014,Males,Dependents,Refugees landed in Canada,25 to 34 years,All income,29000
2014,Males,Dependents,Refugees landed in Canada,35 to 44 years,All income,29000
2014,Males,Dependents,Refugees landed in Canada,45 to 54 years,All income,28000
2014,Males,Dependents,Refugees landed in Canada,55 to 64 years,All income,17500
2014,Males,Dependents,Refugees landed in Canada,Less than 20 years,All income,10900
2014,Males,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,27000
2014,Males,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,32000
2014,Males,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,10800
2014,Males,Principal applicants,"Business class, principal applicants",20 to 24 years,All income,24000
2014,Males,Principal applicants,"Business class, principal applicants",25 to 34 years,All income,40000
2014,Males,Principal applicants,"Business class, principal applicants",35 to 44 years,All income,30000
2014,Males,Principal applicants,"Business class, principal applicants",45 to 54 years,All income,25000
2014,Males,Principal applicants,"Business class, principal applicants",55 to 64 years,All income,22000
2014,Males,Principal applicants,"Business class, principal applicants",65 years and over,All income,28000
2014,Males,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,46000
2014,Males,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,60000
2014,Males,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,116000
2014,Males,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,220000
2014,Males,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,210000
2014,Males,Principal applicants,"Canadian experience class, principal applicants",65 years and over,All income,171000
2014,Males,Principal applicants,Family class - other,20 to 24 years,All income,21000
2014,Males,Principal applicants,Family class - other,25 to 34 years,All income,26000
2014,Males,Principal applicants,Family class - other,35 to 44 years,All income,24000
2014,Males,Principal applicants,Family class - other,45 to 54 years,All income,24000
2014,Males,Principal applicants,Family class - other,Less than 20 years,All income,14800
2014,Males,Principal applicants,Family class - parent or grandparent,20 to 24 years,All income,14600
2014,Males,Principal applicants,Family class - parent or grandparent,25 to 34 years,All income,24000
2014,Males,Principal applicants,Family class - parent or grandparent,45 to 54 years,All income,17700
2014,Males,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,12500
2014,Males,Principal applicants,Family class - parent or grandparent,65 years and over,All income,8800
2014,Males,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,29000
2014,Males,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,34000
2014,Males,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,39000
2014,Males,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,39000
2014,Males,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,33000
2014,Males,Principal applicants,Family class - spouses and partners,65 years and over,All income,17400
2014,Males,Principal applicants,Family class - spouses and partners,Less than 20 years,All income,15600
2014,Males,Principal applicants,Government-assisted refugees,20 to 24 years,All income,18200
2014,Males,Principal applicants,Government-assisted refugees,25 to 34 years,All income,19500
2014,Males,Principal applicants,Government-assisted refugees,35 to 44 years,All income,17800
2014,Males,Principal applicants,Government-assisted refugees,45 to 54 years,All income,17000
2014,Males,Principal applicants,Government-assisted refugees,55 to 64 years,All income,16100
2014,Males,Principal applicants,Government-assisted refugees,Less than 20 years,All income,13500
2014,Males,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,27000
2014,Males,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,33000
2014,Males,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,31000
2014,Males,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,31000
2014,Males,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,25000
2014,Males,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,14800
2014,Males,Principal applicants,Humanitarian and compassionate cases,Less than 20 years,All income,14400
2014,Males,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,30000
2014,Males,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,33000
2014,Males,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,34000
2014,Males,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,32000
2014,Males,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,22000
2014,Males,Principal applicants,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,22000
2014,Males,Principal applicants,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,33000
2014,Males,Principal applicants,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,30000
2014,Males,Principal applicants,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,26000
2014,Males,Principal applicants,"Live-in caregivers, spouses and dependents",55 to 64 years,All income,20000
2014,Males,Principal applicants,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,11400
2014,Males,Principal applicants,Other immigrants,25 to 34 years,All income,50000
2014,Males,Principal applicants,Other immigrants,35 to 44 years,All income,61000
2014,Males,Principal applicants,Other immigrants,45 to 54 years,All income,56000
2014,Males,Principal applicants,Other immigrants,55 to 64 years,All income,67000
2014,Males,Principal applicants,Other immigrants,Less than 20 years,All income,9300
2014,Males,Principal applicants,Privately sponsored refugees,20 to 24 years,All income,22000
2014,Males,Principal applicants,Privately sponsored refugees,25 to 34 years,All income,24000
2014,Males,Principal applicants,Privately sponsored refugees,35 to 44 years,All income,24000
2014,Males,Principal applicants,Privately sponsored refugees,45 to 54 years,All income,23000
2014,Males,Principal applicants,Privately sponsored refugees,55 to 64 years,All income,15600
2014,Males,Principal applicants,Privately sponsored refugees,65 years and over,All income,16200
2014,Males,Principal applicants,Privately sponsored refugees,Less than 20 years,All income,17000
2014,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,40000
2014,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,52000
2014,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,65000
2014,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,69000
2014,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,81000
2014,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",65 years and over,All income,63000
2014,Males,Principal applicants,Refugee dependents,20 to 24 years,All income,17800
2014,Males,Principal applicants,Refugee dependents,25 to 34 years,All income,25000
2014,Males,Principal applicants,Refugee dependents,35 to 44 years,All income,21000
2014,Males,Principal applicants,Refugee dependents,45 to 54 years,All income,19600
2014,Males,Principal applicants,Refugee dependents,55 to 64 years,All income,15600
2014,Males,Principal applicants,Refugee dependents,Less than 20 years,All income,10500
2014,Males,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,23000
2014,Males,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,28000
2014,Males,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,28000
2014,Males,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,26000
2014,Males,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,22000
2014,Males,Principal applicants,Refugees landed in Canada,65 years and over,All income,15800
2014,Males,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,13800
2014,Males,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,50000
2014,Males,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,50000
2014,Males,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,49000
2014,Males,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,48000
2014,Males,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,84000
2014,Males,Principal applicants,"Skilled workers, principal applicants",65 years and over,All income,35000
2014,Males,Principal applicants,"Skilled workers, principal applicants",Less than 20 years,All income,38000
2014,Males,Spouses,"Business class, spouses and dependents",25 to 34 years,All income,18300
2014,Males,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,22000
2014,Males,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,18700
2014,Males,Spouses,"Business class, spouses and dependents",55 to 64 years,All income,19800
2014,Males,Spouses,"Business class, spouses and dependents",65 years and over,All income,12900
2014,Males,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,23000
2014,Males,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,41000
2014,Males,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,53000
2014,Males,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,49000
2014,Males,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,43000
2014,Males,Spouses,"Canadian experience class, spouses and dependents",65 years and over,All income,33000
2014,Males,Spouses,Family class - other,35 to 44 years,All income,29000
2014,Males,Spouses,Family class - parent or grandparent,20 to 24 years,All income,21000
2014,Males,Spouses,Family class - parent or grandparent,25 to 34 years,All income,30000
2014,Males,Spouses,Family class - parent or grandparent,35 to 44 years,All income,34000
2014,Males,Spouses,Family class - parent or grandparent,45 to 54 years,All income,20000
2014,Males,Spouses,Family class - parent or grandparent,55 to 64 years,All income,12200
2014,Males,Spouses,Family class - parent or grandparent,65 years and over,All income,7700
2014,Males,Spouses,Family class - spouses and partners,25 to 34 years,All income,61000
2014,Males,Spouses,Government-assisted refugees,20 to 24 years,All income,27000
2014,Males,Spouses,Government-assisted refugees,25 to 34 years,All income,19400
2014,Males,Spouses,Government-assisted refugees,35 to 44 years,All income,17400
2014,Males,Spouses,Government-assisted refugees,45 to 54 years,All income,17200
2014,Males,Spouses,Humanitarian and compassionate cases,20 to 24 years,All income,45000
2014,Males,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,31000
2014,Males,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,31000
2014,Males,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,32000
2014,Males,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,38000
2014,Males,Spouses,Humanitarian and compassionate cases,65 years and over,All income,6800
2014,Males,Spouses,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,23000
2014,Males,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,30000
2014,Males,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,25000
2014,Males,Spouses,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,26000
2014,Males,Spouses,"Live-in caregivers, spouses and dependents",55 to 64 years,All income,23000
2014,Males,Spouses,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,10100
2014,Males,Spouses,Privately sponsored refugees,20 to 24 years,All income,29000
2014,Males,Spouses,Privately sponsored refugees,25 to 34 years,All income,26000
2014,Males,Spouses,Privately sponsored refugees,35 to 44 years,All income,26000
2014,Males,Spouses,Privately sponsored refugees,45 to 54 years,All income,19600
2014,Males,Spouses,Privately sponsored refugees,55 to 64 years,All income,15600
2014,Males,Spouses,Privately sponsored refugees,65 years and over,All income,15600
2014,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,15700
2014,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,36000
2014,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,28000
2014,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,23000
2014,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,25000
2014,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",65 years and over,All income,53000
2014,Males,Spouses,Refugee dependents,20 to 24 years,All income,31000
2014,Males,Spouses,Refugee dependents,25 to 34 years,All income,26000
2014,Males,Spouses,Refugee dependents,35 to 44 years,All income,32000
2014,Males,Spouses,Refugee dependents,45 to 54 years,All income,24000
2014,Males,Spouses,Refugees landed in Canada,25 to 34 years,All income,30000
2014,Males,Spouses,Refugees landed in Canada,35 to 44 years,All income,27000
2014,Males,Spouses,Refugees landed in Canada,45 to 54 years,All income,25000
2014,Males,Spouses,Refugees landed in Canada,55 to 64 years,All income,24000
2014,Males,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,38000
2014,Males,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,36000
2014,Males,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,31000
2014,Males,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,25000
2014,Males,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,22000
2014,Males,Spouses,"Skilled workers, spouses and dependents",65 years and over,All income,19800
2015,Both sexes,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,19700
2015,Both sexes,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,23000
2015,Both sexes,Dependents,"Business class, spouses and dependents",Less than 20 years,All income,11200
2015,Both sexes,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,20000
2015,Both sexes,Dependents,"Canadian experience class, spouses and dependents",25 to 34 years,All income,28000
2015,Both sexes,Dependents,"Canadian experience class, spouses and dependents",Less than 20 years,All income,9900
2015,Both sexes,Dependents,Family class - other,20 to 24 years,All income,16200
2015,Both sexes,Dependents,Family class - other,Less than 20 years,All income,10400
2015,Both sexes,Dependents,Family class - parent or grandparent,20 to 24 years,All income,23000
2015,Both sexes,Dependents,Family class - parent or grandparent,25 to 34 years,All income,23000
2015,Both sexes,Dependents,Family class - parent or grandparent,35 to 44 years,All income,9300
2015,Both sexes,Dependents,Family class - parent or grandparent,45 to 54 years,All income,15200
2015,Both sexes,Dependents,Family class - parent or grandparent,Less than 20 years,All income,17900
2015,Both sexes,Dependents,Family class - spouses and partners,20 to 24 years,All income,19900
2015,Both sexes,Dependents,Family class - spouses and partners,25 to 34 years,All income,22000
2015,Both sexes,Dependents,Family class - spouses and partners,Less than 20 years,All income,13000
2015,Both sexes,Dependents,Government-assisted refugees,20 to 24 years,All income,16300
2015,Both sexes,Dependents,Government-assisted refugees,25 to 34 years,All income,16400
2015,Both sexes,Dependents,Government-assisted refugees,Less than 20 years,All income,10700
2015,Both sexes,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,25000
2015,Both sexes,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,31000
2015,Both sexes,Dependents,Humanitarian and compassionate cases,35 to 44 years,All income,27000
2015,Both sexes,Dependents,Humanitarian and compassionate cases,45 to 54 years,All income,19800
2015,Both sexes,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,13600
2015,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,19500
2015,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,21000
2015,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,38000
2015,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,33000
2015,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,12200
2015,Both sexes,Dependents,Other immigrants,Less than 20 years,All income,19900
2015,Both sexes,Dependents,Privately sponsored refugees,20 to 24 years,All income,19300
2015,Both sexes,Dependents,Privately sponsored refugees,25 to 34 years,All income,17400
2015,Both sexes,Dependents,Privately sponsored refugees,Less than 20 years,All income,13000
2015,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,23000
2015,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,25000
2015,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",Less than 20 years,All income,12100
2015,Both sexes,Dependents,Refugee dependents,20 to 24 years,All income,18300
2015,Both sexes,Dependents,Refugee dependents,25 to 34 years,All income,24000
2015,Both sexes,Dependents,Refugee dependents,35 to 44 years,All income,29000
2015,Both sexes,Dependents,Refugee dependents,45 to 54 years,All income,23000
2015,Both sexes,Dependents,Refugee dependents,55 to 64 years,All income,22000
2015,Both sexes,Dependents,Refugee dependents,Less than 20 years,All income,10600
2015,Both sexes,Dependents,Refugees landed in Canada,20 to 24 years,All income,21000
2015,Both sexes,Dependents,Refugees landed in Canada,25 to 34 years,All income,25000
2015,Both sexes,Dependents,Refugees landed in Canada,35 to 44 years,All income,26000
2015,Both sexes,Dependents,Refugees landed in Canada,45 to 54 years,All income,25000
2015,Both sexes,Dependents,Refugees landed in Canada,55 to 64 years,All income,16200
2015,Both sexes,Dependents,Refugees landed in Canada,Less than 20 years,All income,11500
2015,Both sexes,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,29000
2015,Both sexes,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,33000
2015,Both sexes,Dependents,"Skilled workers, spouses and dependents",35 to 44 years,All income,22000
2015,Both sexes,Dependents,"Skilled workers, spouses and dependents",45 to 54 years,All income,22000
2015,Both sexes,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,11500
2015,Both sexes,Principal applicants,"Business class, principal applicants",20 to 24 years,All income,13800
2015,Both sexes,Principal applicants,"Business class, principal applicants",25 to 34 years,All income,35000
2015,Both sexes,Principal applicants,"Business class, principal applicants",35 to 44 years,All income,30000
2015,Both sexes,Principal applicants,"Business class, principal applicants",45 to 54 years,All income,28000
2015,Both sexes,Principal applicants,"Business class, principal applicants",55 to 64 years,All income,28000
2015,Both sexes,Principal applicants,"Business class, principal applicants",65 years and over,All income,18700
2015,Both sexes,Principal applicants,"Canadian experience class, principal applicants",20 to 24 years,All income,48000
2015,Both sexes,Principal applicants,"Canadian experience class, principal applicants",25 to 34 years,All income,61000
2015,Both sexes,Principal applicants,"Canadian experience class, principal applicants",35 to 44 years,All income,116000
2015,Both sexes,Principal applicants,"Canadian experience class, principal applicants",45 to 54 years,All income,210000
2015,Both sexes,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,210000
2015,Both sexes,Principal applicants,"Canadian experience class, principal applicants",65 years and over,All income,93000
2015,Both sexes,Principal applicants,Family class - other,20 to 24 years,All income,21000
2015,Both sexes,Principal applicants,Family class - other,25 to 34 years,All income,27000
2015,Both sexes,Principal applicants,Family class - other,35 to 44 years,All income,26000
2015,Both sexes,Principal applicants,Family class - other,45 to 54 years,All income,21000
2015,Both sexes,Principal applicants,Family class - other,55 to 64 years,All income,18400
2015,Both sexes,Principal applicants,Family class - other,Less than 20 years,All income,14100
2015,Both sexes,Principal applicants,Family class - parent or grandparent,20 to 24 years,All income,25000
